Mochamad Yusuf Solihin 1301150020 
IF 39-06 

Atribut 1		Atribut 2		Atribut 3		Prediksi Kelas

2.067345164	2.50901315	2.219507479	0
1.868863749	1.469632837	2.734258167	0
3.291033307	2.391379862	3.330829987	0
1.806889438	1.223556992	1.515428214	0
3.375024438	1.660650004	2.628990989	0
0.955479519	2.080066049	1.858634946	0
2.705724469	3.087108099	2.806427525	0
-0.926318163	0.562016319	1.400770624	0
1.600653256	1.241731705	1.564802596	0
2.698274567	2.110521958	2.331000298	0
-2.24645826	2.550420596	2.129056627	1
-0.523638988	0.640538172	2.050121172	1
-1.360270759	0.949612039	1.636638489	1
-0.444208881	0.951467511	2.950982205	1
-1.65761181	1.540411894	1.875963383	1
2.746709361	-1.982018624	-1.25797398	0
-1.975928475	1.509507719	1.610377304	1
-2.4826244	3.146963021	1.717581211	1
-1.639922769	3.529366453	3.859617991	1
-1.453451288	0.957199271	0.901966486	0
0.260257315	1.40287932	-2.260416267	2
2.222263608	-2.526582165	-1.961825984	2
1.841392357	-2.825154713	-1.436274987	2
2.365692188	1.464163128	1.49726079	0
1.315004283	1.191012511	1.340269696	0
1.603501755	-2.779129492	-1.535778699	2
1.973160654	-0.238890147	-2.442980427	2
2.216305351	-1.0982807	-1.730587956	2
1.981302845	-0.595038899	-1.11568158	1
1.150705759	3.35563055	0.948366909	0
